squareMeters,numberOfRooms,hasYard,hasPool,floors,cityCode,cityPartRange,numPrevOwners,made,price
29178,74,1,0,14,76662,9,6,2004,2922723.4
55006,42,0,0,24,48350,4,1,1992,5503703.2
11491,61,1,1,47,4203,7,3,2019,1157222.9
44838,48,1,0,77,19697,3,5,2009,4491363.9
67629,27,0,0,38,45599,1,8,2011,6767151.1
70607,8,0,1,28,48044,5,7,2009,7068284.9
50122,69,1,0,84,85527,10,3,2002,5016998.2
80622,80,0,1,46,53790,6,7,2015,8069026.5
63886,46,1,0,1,23324,7,8,1992,6391405.2
30821,52,0,1,27,82221,8,10,2015,3086776.5
80472,21,1,1,80,81246,1,6,2000,8054700
86834,54,1,1,23,11119,1,1,2013,8690922.3
9022,72,0,0,100,93106,1,5,1991,905649.1
59899,61,1,0,61,94757,8,10,2018,5994256.8
36859,87,0,0,43,80518,7,1,2013,3687440.3
96419,6,1,0,34,77098,6,8,2004,9646107.4
82651,3,0,0,42,63180,1,7,2018,8266989.8
26881,57,1,0,82,68073,8,6,1994,2696414.4
83316,85,0,0,65,1257,8,1,2019,8336816.9
18738,17,1,0,51,30492,1,3,2003,1881615.3
1906,16,0,0,30,9172,1,10,2006,192160.6
60399,88,0,1,48,8539,5,2,2006,6046439.6
92159,72,0,0,68,46805,9,1,1997,9220693.7
3966,82,0,0,20,18455,10,3,1991,398719.1
93998,47,0,0,81,39828,8,6,2010,9406433
96580,28,1,1,36,43415,10,5,2004,9671187.4
20818,43,0,1,76,99647,10,2,2007,2090473.7
65549,38,0,0,38,35657,5,4,2015,6556739.5
31951,22,0,0,94,6969,1,4,2016,3196773.6
23541,83,1,0,3,49248,7,6,1991,2357500.1
17704,83,0,1,33,13030,8,3,2007,1775366.7
57128,100,1,1,40,50043,7,9,2006,5721225.6
87276,51,1,1,43,50903,2,2,1992,8737247.2
50778,83,1,0,91,93274,9,1,1995,5087311.5
846,51,0,0,51,48599,2,8,1995,88673.5
49312,56,1,0,39,3763,8,7,2019,4934342.9
99455,26,0,0,36,96724,3,4,2001,9946626.1
75645,51,1,0,64,89555,2,4,2009,7571223.9
73406,44,1,0,95,80429,9,8,2007,7351183.7
24895,7,1,1,59,48046,6,2,2012,2496019.2
13314,5,1,1,17,96126,5,9,2015,1340591.5
78995,53,1,1,49,94092,2,7,1996,7911960.6
54976,21,1,0,53,74263,4,5,2020,5506062
84023,8,1,0,44,23355,3,1,2013,8408349.3
8130,44,1,1,88,30282,6,7,2014,823637.4
2838,5,0,1,82,71414,3,5,1992,287893.2
416,46,0,1,45,62199,8,4,1996,46790.6
62314,23,1,1,27,46090,8,9,2019,6239567.9
85169,77,1,0,14,37743,2,6,2018,8520093.8
42969,32,1,0,87,77890,8,6,2011,4305386.1
38079,80,0,1,74,2060,8,6,2019,3818327.9
1386,42,0,1,4,75628,10,1,1992,143843.2
41147,69,0,1,87,38738,4,1,2006,4122969.6
93375,27,0,1,67,98496,6,8,1990,9343934
37047,79,1,1,87,57780,3,3,2019,3713548.9
20453,54,1,0,96,25276,1,6,1991,2055870.1
86800,18,0,0,99,59878,10,4,2008,8684068.8
49835,37,0,0,55,47276,9,1,2004,4986495.4
25020,100,1,1,39,95389,4,10,1990,2510161
69665,14,0,1,78,77576,6,10,1995,6977106.5
16283,79,1,1,30,96428,1,9,1990,1638670
40984,15,0,1,39,4746,4,1,2021,4103009.1
32731,99,0,1,66,81770,2,7,1996,3276617.6
86452,12,0,1,76,53882,6,1,1997,8657353.7
49031,87,1,1,62,80837,1,2,2016,4914589.6
53818,17,0,0,32,47700,9,3,2000,5383450
74291,88,0,0,38,12525,8,8,2004,7433320.4
73154,57,1,1,29,23054,1,10,2015,7322035.5
39162,21,0,0,16,69443,9,9,2005,3917826.5
45746,86,0,0,76,81447,4,3,2009,4580036.9
22615,61,1,1,30,48011,1,9,1991,2271139.1
6518,10,0,0,72,65523,1,7,2008,658946.8
67648,28,0,0,67,28888,3,10,2004,6770108.4
36353,50,1,0,2,58865,9,8,2018,3638165.8
68985,99,0,0,29,68791,10,1,2002,6900905.2
48258,94,0,0,46,2696,8,10,1994,4830907.4
67489,70,0,1,31,11975,10,10,2001,6756566.1
96184,46,0,0,1,29645,1,5,2005,9618863.5
42365,36,0,1,96,71490,7,2,1996,4249618.6
88274,45,0,1,41,97886,7,10,2021,8832114.1
49634,81,1,1,90,27843,9,5,2021,4972427.1
15062,12,0,1,42,42048,4,2,2005,1511857.5
74606,50,1,0,73,62661,2,10,1990,7471533
8368,4,0,1,55,46363,5,3,2016,842999.6
31821,7,1,0,63,68424,3,2,2019,3187554.9
72741,56,0,1,49,16484,8,9,2011,7280439.1
53527,88,0,0,71,69413,3,7,1995,5356315.5
27702,17,1,0,25,26593,5,1,2015,2778207.5
69178,15,1,1,1,39748,8,4,1995,6921350.5
51766,71,1,1,36,36,6,5,2000,5186043
14322,63,0,1,66,35929,3,5,2017,1439924.7
13147,71,0,0,65,62682,5,8,2013,1316451.3
89434,56,0,0,13,20031,5,9,1995,8945011.5
77439,91,1,1,56,67320,9,3,2007,7754431.7
99811,76,0,1,90,9380,5,9,2005,9988416.5
15301,66,1,0,5,67235,4,3,1992,1534279.2
46701,44,0,0,59,97400,4,2,2009,4674499.9
72938,90,0,1,64,28816,3,6,2007,7301218.7
84600,74,1,1,43,65569,7,4,1997,8467208.7
65554,33,0,1,14,16271,10,4,1995,6559482.5
86607,50,0,0,4,52557,2,6,2008,8661568.8
99426,79,0,1,26,28961,3,9,1993,9945644.3
72990,42,1,0,1,31115,4,5,2016,7301689.6
41711,77,0,1,93,58786,8,7,2011,4176663.1
52668,7,1,1,76,22354,6,2,1996,5281141.6
27059,45,1,0,40,23486,10,9,2018,2713421.8
12865,5,0,0,54,64395,6,6,2000,1288172
87045,61,1,0,19,72983,10,10,1992,8709780.2
64584,90,0,1,31,32259,10,1,1996,6465423.6
22681,93,1,1,6,9540,2,5,2004,2273361.4
16704,49,1,1,8,60511,2,7,1994,1676124.4
25124,97,0,1,25,83534,6,9,2014,2517156.4
64209,30,1,1,55,53245,5,5,1992,6428666.2
18730,68,0,1,71,91571,2,6,2008,1884158.8
96177,40,1,0,19,53582,7,4,1996,9623218.6
76671,22,1,1,76,31159,5,6,2001,7674844.1
39129,76,0,1,26,36562,9,10,1996,3919404.6
52859,71,1,1,99,89274,7,8,1993,5299328.3
26223,12,0,0,76,23351,3,9,1994,2628273.4
89071,48,0,0,91,17916,8,8,2008,8913105.8
55022,61,1,0,43,37613,6,10,1998,5508301.8
60721,42,0,1,9,46929,5,6,2005,6077844.5
28772,4,1,1,85,61413,2,4,2003,2888733.3
92716,48,0,0,3,34663,6,8,1991,9272362.1
19092,21,0,1,85,85194,8,6,2020,1915270
41440,98,1,1,77,99209,3,5,1990,4155501
60305,88,1,1,90,24189,1,3,2019,6038984.9
26611,68,0,0,21,89588,2,2,2012,2662493.2
16847,47,1,0,66,34799,2,2,2009,1687484.9
52785,13,0,1,61,8415,9,2,2004,5286382.4
2267,82,0,0,8,5166,10,10,1995,228087.5
22809,70,1,1,65,75785,6,8,1990,2285983
92242,26,1,1,39,87265,10,7,2009,9232332.9
19040,86,1,1,25,65682,9,8,2002,1915328.2
18943,6,0,1,26,71256,1,9,2012,1899521.2
91914,37,0,0,68,37742,6,5,2018,9194073.8
60401,63,0,0,86,63764,6,4,1997,6047105.7
57865,2,0,0,30,79052,5,10,2018,5788561.8
1308,38,1,0,68,92571,9,3,2005,141631.5
76732,1,1,1,50,52487,9,4,1999,7682086.9
90859,22,1,0,65,63118,7,1,2018,9090821.8
19596,51,1,0,83,4826,8,4,2009,1969900.9
86277,15,0,1,5,19137,4,9,1995,8629655.5
31845,8,1,1,1,34505,2,3,2004,3191199.4
46128,47,1,1,88,16141,1,4,1996,4624665.6
33398,78,1,0,30,62880,2,6,1992,3345097.2
70626,80,0,0,45,59977,9,3,1995,7065089.5
50315,11,1,1,52,75722,3,9,1991,5044978.1
84217,60,1,1,18,47565,6,4,2013,8429962.3
35127,8,0,0,4,45604,3,3,2014,3513571.4
14614,21,0,0,3,35413,9,8,2015,1462577.5
73686,10,1,1,93,56843,3,10,2013,7378513.3
80143,27,1,1,78,33359,7,1,1995,8026359.5
38454,8,1,0,6,17811,1,6,1990,3848412
70573,78,1,1,3,28926,8,5,2016,7061764.6
44584,84,1,0,90,3469,6,9,1992,4468024.2
46953,82,1,0,41,53857,6,1,2006,4699973.6
87960,53,1,0,27,90781,5,6,2007,8801034.7
10051,10,1,0,34,24751,10,4,1998,1010724.8
14044,48,0,1,43,80254,2,1,2001,1409581.1
83252,98,0,0,8,73242,4,1,1992,8326479.2
46183,4,1,0,5,98252,9,4,2007,4621605.7
17256,30,0,0,59,71777,10,10,1994,1729036.4
59111,58,1,0,38,42146,7,8,1998,5919005.8
41732,19,0,0,63,57920,9,5,2018,4177464.8
6912,47,0,0,2,40554,3,4,2016,691629.6
8719,84,1,0,20,85072,9,9,2003,875984.3
15670,54,1,0,26,52082,8,3,2007,1572432.7
54669,58,0,0,85,20404,10,4,2012,5472646.2
71164,54,1,0,38,88076,6,2,2019,7121656.9
8497,97,1,0,57,99577,9,2,2018,856430.8
27296,31,0,1,93,94891,9,6,2013,2736257.3
65201,13,0,1,28,66828,10,3,1995,6524351.5
7729,87,1,1,35,35661,7,2,2004,781939.4
64186,10,0,0,6,74593,3,5,2011,6419507.1
75571,9,1,1,16,20558,6,6,2021,7563298.1
40943,76,0,0,32,56741,8,10,2010,4097629
88884,97,1,0,63,66810,2,5,2010,8894048
96228,80,1,1,15,16480,6,10,1998,9629903.8
57859,74,1,1,52,25568,8,8,1995,5796496.5
58239,88,1,0,77,26294,4,5,1999,5831545.9
7859,89,1,1,60,96443,10,4,2018,796540.8
37111,97,1,0,22,60566,7,2,2019,3718382.9
90304,52,0,0,33,81097,8,7,2020,9033809
87906,46,1,1,33,85121,1,9,1994,8799360.4
47839,86,1,0,53,20488,8,7,1993,4792795.3
91637,5,0,0,29,45739,8,3,2016,9166209.6
92591,27,0,1,73,9895,4,7,1991,9265884.1
26614,69,1,1,60,81510,5,4,1998,2673620.8
45955,58,1,0,37,33373,10,4,1998,4599926.8
6712,66,1,1,93,12438,5,10,2001,678200.1
89725,26,1,1,83,56954,8,9,2013,8985353.3
48776,60,0,0,9,71042,10,3,1991,4879354.1
63953,67,0,1,25,70757,2,7,2004,6400710.4
40508,78,1,0,63,76548,3,7,2005,4060440.5
49310,63,1,0,80,91860,7,4,2006,4943199.6
69164,48,1,1,70,21012,5,3,2007,6929542.7
61402,74,1,1,40,12430,1,1,2000,6149729
53749,86,0,1,63,11671,7,8,2009,5381187.9
73140,92,1,1,69,84617,3,3,2019,7325048.9
34338,41,0,0,95,96913,3,2,1996,3442319.6
52525,13,1,0,82,24366,8,7,1999,5257813.9
53753,49,1,1,37,90942,7,7,1999,5385374.9
58713,63,0,1,39,77818,3,1,1994,5879478.4
40155,33,0,1,99,55389,6,8,2009,4028472.9
32805,35,0,0,17,56962,8,5,1994,3281975.4
848,92,1,1,37,64877,5,8,2013,94998.3
67073,45,1,0,59,62149,6,7,1996,6713052.6
14520,12,1,0,2,43573,5,1,2020,1456205
65986,38,0,1,39,77763,6,1,2016,6605910.6
15246,59,0,1,48,91241,7,7,2020,1531089
62613,56,0,0,69,74669,9,6,2019,6268368.9
26348,37,0,1,89,18731,3,2,1990,2641767
44633,100,1,0,69,70686,4,10,2010,4470611
33126,50,1,0,87,96589,1,5,2019,3317019.9
62872,86,0,1,56,5577,9,5,1994,6293741.4
69429,65,0,0,34,42598,10,8,1997,6945733.7
67034,37,1,0,17,89296,6,2,2014,6710309.4
63817,89,1,1,92,42278,8,4,2009,6391540.9
41705,45,0,0,97,75383,3,6,2010,4173470
31025,96,1,0,35,95835,8,2,2006,3110889.6
33532,54,0,1,80,8448,7,3,2021,3362452.1
27924,68,1,1,81,7907,8,2,1991,2805108.1
3996,65,0,0,37,80458,5,4,1999,402010.9
80524,22,1,1,49,46524,10,8,1997,8060508.7
63190,50,0,1,45,23475,4,4,1992,6323436.2
62757,74,0,1,31,70668,2,4,2006,6281435.6
54682,81,1,0,92,63687,3,6,2013,5477375.3
87987,38,1,0,97,26185,6,9,2006,8810668.6
98157,91,0,1,75,22411,7,1,2021,9823508.1
81019,56,1,0,99,46662,5,2,1995,8112092.5
92296,31,1,1,69,20639,7,10,2018,9237027.8
51579,37,0,1,6,36822,3,8,2019,5161447.9
41042,88,1,1,44,51472,4,3,1990,4112280
1737,75,1,0,92,8790,8,8,2014,179334.4
97725,88,0,1,13,47226,4,3,1991,9777735.1
30317,33,0,1,78,69973,5,1,2019,3035229.9
54146,83,1,0,79,74999,2,8,2010,5422823
32599,68,0,0,67,20244,5,6,2003,3265978.3
77491,58,0,0,32,33534,7,7,2021,7751876.1
41164,59,0,0,69,96547,10,9,1991,4119024.1
3189,56,1,0,23,33308,1,7,2001,322194.1
97691,17,1,0,79,29059,1,6,1991,9781758.1
38486,88,0,0,50,91921,2,9,2021,3850352.1
68232,19,0,1,31,61683,1,2,2012,6828383.2
42893,26,0,0,42,87534,10,10,2014,4291975.4
7042,17,0,1,32,64941,7,2,2012,711173.2
48678,18,1,1,57,17276,1,10,1998,4877324.8
14938,8,1,0,50,14945,4,2,1991,1499161.1
62596,90,0,0,70,7222,10,8,1990,6266459
69722,83,0,0,14,63847,1,4,2002,6972996.2
10564,99,0,1,3,66017,5,9,1992,1062047.2
49996,85,0,0,19,46272,3,3,2021,5001283.1
47327,100,1,0,40,83938,3,1,2001,4737050.1
85489,90,1,0,42,42842,2,1,1999,8555341.9
54667,26,0,1,70,22930,6,2,2019,5473221.9
72507,87,0,0,13,8308,7,6,1999,7252211.9
68113,67,1,0,29,59595,9,2,2007,6817735.7
84587,98,0,1,71,98431,8,6,2000,8468745
88036,30,0,0,16,5201,1,3,2017,8804243.7
91395,66,0,0,71,97423,5,9,2017,9145192.7
81805,51,1,1,16,99624,2,8,2003,8186061.3
47253,84,0,0,32,81363,2,5,1998,4728903.8
44924,97,0,0,44,86862,8,9,2015,4496017.5
62027,21,1,1,62,51479,6,10,2013,6211934.3
65583,99,1,0,27,39498,2,1,2003,6565646.3
47006,72,0,0,76,87732,2,8,2017,4707409.7
36108,69,1,1,2,57879,3,3,2001,3617759.1
56329,10,0,1,2,27302,6,1,1997,5638765.7
94212,29,0,0,59,87927,3,3,2004,9427260.4
47063,10,1,1,6,80079,10,8,2019,4713133.9
45985,33,0,0,83,14302,1,1,2008,4604960.8
39269,87,0,1,16,54877,8,1,1997,3930292.7
4727,60,1,0,25,6556,3,6,1994,477285.4
24677,63,0,0,6,92343,8,2,1998,2469125.8
42936,74,1,1,51,60801,10,10,2016,4300587.6
93013,76,0,0,80,53855,9,8,2005,9307630.5
70881,45,1,0,64,44535,7,9,2002,7092821.2
99130,99,0,1,23,32747,8,1,1993,9916962.3
82113,22,0,0,24,90750,1,9,2016,8212303.6
3475,5,1,1,9,34179,9,9,1998,355722.8
23863,67,0,1,71,72354,6,1,1990,2397991
25602,37,1,0,17,82064,10,9,2021,2564047.1
81021,39,0,1,42,88453,5,8,1995,8107700.5
25307,24,1,0,90,73502,1,5,2014,2538791.4
18262,61,0,1,71,79622,5,7,2021,1834387.1
48077,63,0,1,7,32247,10,2,2018,4812989.8
94973,55,0,1,86,76018,9,4,1995,9502380.5
32138,23,1,1,91,85307,5,3,1994,3224251.4
10854,58,1,1,95,10328,1,8,1993,1096077.3
80306,84,1,1,91,84044,1,4,2004,8037519.4
1138,4,1,0,18,40157,4,6,1996,117207.6
24045,31,0,0,56,28613,6,2,1991,2407159.1
20860,49,0,0,60,42874,10,8,2012,2091881.2
57790,23,0,1,65,27420,8,2,2002,5787991.2
73517,79,0,1,63,68858,4,9,1991,7355043.1
137,32,0,1,47,40384,5,1,2021,21201.1
69685,82,1,0,32,99105,8,5,2006,6973812.6
11104,69,1,1,19,6145,6,2,1996,1116580.6
65060,30,1,0,75,46047,3,10,2013,6514250.3
25655,31,1,1,9,58769,5,6,2001,2573091.1
13285,7,0,1,57,16011,6,6,1994,1334194.4
84706,75,0,0,24,95781,6,7,1990,8473043
98298,85,0,1,97,85158,2,6,1995,9843812.5
74921,57,0,1,61,56179,3,8,2012,7494913.2
9771,26,0,1,48,97664,3,6,1995,983421.5
77561,62,0,0,79,44802,5,2,1999,7760341.9
40104,56,1,1,44,55337,4,8,2000,4020381
4308,79,0,0,19,89621,8,10,2003,432778.3
14004,5,1,1,33,22849,9,4,2004,1410301.4
85829,23,1,1,32,96045,10,2,2005,8592258.5
73776,92,1,0,43,15721,8,7,2002,7383860.2
86253,24,1,1,47,83198,1,9,1998,8633980.8
85423,40,0,1,39,69673,2,9,1992,8548531.2
11757,57,1,1,5,10613,6,5,1993,1183388.3
33761,71,1,0,76,98059,5,2,2001,3381494.1
33749,85,1,0,2,35590,8,9,2016,3379893.6
83865,38,1,1,42,27967,6,2,1992,8395225.2
79067,27,1,1,58,25553,7,10,1994,7914438.4
91698,21,1,0,38,58357,9,8,1993,9177134.3
22973,41,1,0,80,97510,1,9,2001,2302445.1
27838,87,1,0,73,5442,5,1,1993,2787148.3
21832,69,0,1,26,79056,5,4,1990,2186291
291,22,1,1,47,19824,5,10,2003,38413.3
46666,81,0,0,38,53916,4,10,2011,4668103.1
88329,22,1,1,20,54300,2,8,2004,8841056.4
37103,61,0,1,8,71913,4,3,2017,3714959.7
29789,87,0,0,90,56117,3,6,2014,2984021.4
1399,77,0,1,67,94420,2,10,2009,148407.9
13696,8,0,0,40,16192,7,8,2003,1371950.3
79354,4,1,0,28,35812,2,9,1991,7939210.1
93656,65,0,1,8,29038,1,3,2007,9369720.7
16247,71,0,0,95,6358,8,4,1990,1634324
97330,23,1,0,82,21446,5,9,1996,9739677.6
78982,38,1,0,18,84329,3,8,2007,7905259.7
78367,30,1,1,89,40416,8,8,1995,7847930.5
98729,36,0,0,4,95443,4,1,2002,9873352.2
97651,26,0,0,45,56512,7,10,1998,9769739.8
69203,8,0,0,68,7461,7,6,1993,6926561.3
44416,76,1,0,46,55062,3,3,2001,4450953.1
68494,83,1,1,79,58586,9,6,1992,6854981.2
59545,65,0,1,21,90618,1,10,2020,5958908
66784,34,0,0,3,96197,7,10,1992,6679374.2
69375,6,1,1,96,30297,4,3,2003,6952253.3
75990,57,0,1,6,83909,5,2,2006,7605199.6
92539,55,1,0,74,64623,5,10,2001,9260585.1
57720,35,1,1,14,88487,10,6,2017,5777415.7
44961,14,0,0,50,90818,4,1,1997,4501549.7
20964,82,1,1,1,84565,9,7,2001,2101237.1
42734,84,0,1,67,3854,9,2,1990,4279195
23895,41,0,1,26,65183,8,10,2012,2396762.2
13877,23,1,1,23,2486,8,3,2003,1397190.3
46470,32,0,0,30,65883,7,6,2012,4650661.2
17317,90,1,0,97,91250,2,4,2021,1738012.1
47542,75,1,1,40,5997,4,4,1996,4764418.6
82408,53,0,1,95,96843,7,10,1997,8248881.7
9434,63,1,1,91,99921,10,6,1993,954722.3
16467,84,1,1,55,17467,7,6,2014,1659656.4
56296,18,0,1,32,5061,4,8,2016,5637090.6
48789,42,1,0,51,44066,10,8,2007,4887322.7
5769,97,1,0,79,36436,4,8,2005,588379.5
51827,90,1,0,59,88640,7,7,2007,5192441.7
9115,24,0,1,8,65398,1,6,1997,914381.7
12641,20,0,1,54,66639,3,4,2014,1270857.4
26966,91,1,1,44,29895,2,7,2002,2709495.2
65479,82,0,1,48,95180,5,7,1990,6553618
47583,48,0,0,99,31744,8,10,1992,4762269.2
93184,78,0,0,43,13054,7,5,1992,9321499.2
1254,38,0,0,57,74479,1,1,2001,128928.1
95328,59,1,1,24,28949,8,10,2020,9538747
7388,75,0,1,96,35787,4,4,2018,750538.8
34555,35,1,1,45,41312,6,10,2003,3467129.3
61310,49,0,0,21,55836,5,5,2006,6132679.6
20714,61,1,1,83,71535,3,5,1993,2077129.3
94704,55,1,1,6,84914,5,7,2007,9480933.7
13353,17,1,0,18,8213,3,3,2011,1338753.1
57475,67,0,0,83,2788,2,3,2007,5753644.7
84795,41,0,0,22,91545,6,8,1992,8481583.2
70465,10,1,0,11,11425,6,6,2012,7052303.2
68270,37,1,0,65,18486,7,9,2018,6835596.8
26389,85,0,1,39,78917,10,10,1993,2646987.3
57552,99,1,0,19,79570,1,6,1993,5759074.3
84291,7,0,0,65,14659,3,10,1998,8432314.8
60059,60,1,0,9,33655,8,10,2000,6008916
91513,50,0,0,3,20728,8,2,2002,9152366.2
70544,4,0,0,11,55656,10,6,2002,7055619.2
16565,91,0,0,95,80977,6,6,2005,1663375.5
75865,10,0,1,60,36800,1,7,1997,7595183.7
29758,34,1,0,63,89490,6,1,2021,2982078.1
95566,7,1,1,21,90932,7,5,2002,9564576.2
1090,30,1,1,40,2898,7,7,2003,118270.3
98319,91,0,1,55,50885,5,2,2014,9837654.4
18693,18,1,0,99,10582,10,9,2005,1876877.5
21781,65,1,1,26,98169,10,1,1991,2187037.1
33662,46,1,0,38,59,7,6,2010,3370242
94420,34,1,0,75,70010,9,6,2020,9453347
53313,19,1,0,35,21415,8,4,1995,5334996.5
54060,5,1,1,46,7678,3,8,1990,5414753
67709,22,1,1,78,7763,2,5,1994,6782857.4
85740,22,1,1,59,94767,6,6,2010,8579832
28659,58,0,1,21,78609,6,2,1993,2869081.3
30217,36,1,1,73,1618,6,5,2014,3033408.4
58165,26,1,0,2,25772,5,9,2021,5819124.1
4014,11,1,0,22,61288,8,7,2017,404625.7
13523,59,1,0,38,93252,5,8,1995,1358157.5
49772,90,0,1,68,89906,3,7,2007,4985835.7
85904,65,1,0,43,19533,8,10,1996,8594924.6
22541,99,1,1,27,30951,3,5,2011,2264203.1
39132,43,0,1,83,43766,4,2,2008,3920808.8
32785,27,0,1,21,44649,6,3,1991,3284948.1
69831,71,0,1,46,61678,1,2,2005,6990205.5
80301,1,1,0,77,16152,10,6,2001,8042286.1
10802,34,0,1,10,70295,3,6,2018,1086000.8
87853,26,0,1,54,52083,6,9,2011,8789947.1
86424,86,1,1,100,10837,9,9,1998,8654131.8
44595,29,0,0,77,39297,4,7,1998,4460946.8
60056,75,0,1,7,40397,9,7,1995,6011032.5
30896,27,1,1,15,53487,9,3,2008,3097036.8
54484,38,1,0,76,48548,8,6,2011,5456741.1
16571,50,0,0,82,67311,10,5,1993,1663083.3
87858,18,0,0,31,94960,6,9,2020,8786967
19869,99,0,0,86,12078,10,4,2021,1992188.1
54298,90,1,0,24,86646,3,2,2017,5432285.7
8191,10,1,0,30,26102,7,2,2001,823318.1
79950,89,0,0,64,46010,9,3,1997,7997513.7
73332,42,0,1,49,21173,5,8,2000,7339665
31669,8,1,1,21,4471,9,7,1998,3174122.8
97412,27,0,1,90,10288,2,9,2002,9747182.2
63163,93,0,1,36,72054,10,6,2008,6324361.8
43907,29,0,0,34,44603,10,3,2017,4392043.7
64260,38,0,0,29,14335,3,5,2018,6427856.8
42585,74,1,1,30,42229,7,9,2000,4266978
35108,94,1,0,14,57068,3,5,2009,3515504.9
12127,22,0,0,69,18404,10,4,1998,1214434.8
63669,45,0,0,72,71321,5,9,2001,6372430.1
24278,59,0,0,60,88950,1,8,2000,2430050
18937,50,1,0,45,78375,9,3,2001,1899216.1
82865,32,0,1,97,21881,10,6,2001,8296881.1
58599,96,0,0,97,10671,1,9,2010,5862285
85101,91,1,1,44,33026,2,3,2015,8517678.5
95649,3,0,1,8,2975,5,7,1992,9567841.2
2448,87,1,0,30,91301,3,8,1990,251247
31539,62,0,1,11,63631,5,6,2010,3158408
96853,91,0,0,62,72351,10,8,2007,9689548.7
64718,54,0,1,4,92176,2,6,2003,6476248.3
5263,64,1,0,25,12196,1,3,2014,530890.4
1115,97,1,1,96,68844,10,6,2014,129053.4
35568,6,0,0,26,81080,10,9,1998,3558401.8
98423,8,0,0,10,20331,8,4,2011,9843291.1
78772,64,1,1,60,71585,5,1,1995,7887820.5
6592,59,0,0,99,784,8,6,2014,666733.4
22773,16,1,0,44,51811,4,10,2009,2283953.9
4800,51,0,1,83,64735,6,5,1995,489132.5
65322,24,1,1,67,10507,9,3,2015,6543253.5
29310,74,0,0,3,78117,9,4,2000,2932138
70742,95,1,1,99,90573,4,1,1993,7091010.3
60239,37,1,0,77,73754,2,5,1998,6032661.8
35693,67,0,1,94,64905,3,4,2012,3579115.2
8395,94,0,1,2,57055,7,6,2019,842343.9
81718,46,1,1,20,49539,5,2,2015,8179978.5
79368,63,1,1,14,97466,5,5,2003,7940744.3
35420,86,0,0,43,14428,5,4,2010,3543382
33267,84,0,0,68,35693,1,6,2018,3329395.8
57971,35,0,0,41,32453,9,1,1993,5800901.3
17686,100,1,1,66,55983,5,9,2010,1777384
59159,62,0,0,80,90403,7,3,2017,5921171.7
75700,25,0,0,55,32448,3,1,2013,7571506.3
92384,95,0,0,3,75759,1,9,2014,9239195.4
87425,60,0,1,61,85102,8,8,2004,8748652.4
18040,80,1,1,62,61643,9,1,2016,1813007.6
68992,99,1,0,39,23545,7,9,1995,6907585.5
10141,66,1,0,48,57500,5,3,1997,1020755.7
83647,83,0,0,33,28875,5,9,2003,8367526.3
94846,26,0,1,60,61945,4,6,2014,9492403.4
42105,72,0,0,5,44516,1,7,2015,4211221.5
49833,93,0,1,48,3638,10,4,2017,4991168.7
35825,25,1,0,12,4563,7,5,1992,3587596.2
69428,8,0,1,1,13551,10,1,2013,6944939.3
77287,55,1,0,86,46843,8,2,2014,7734572.4
13166,33,0,0,80,33060,2,3,2019,1323421.9
46131,38,1,1,15,83019,2,6,2005,4619824.5
37111,54,1,1,85,78418,9,4,1991,3720632.1
46540,26,0,0,85,58650,9,7,2009,4656975.9
32369,98,0,1,32,22243,4,1,2013,3242795.3
2192,69,1,0,84,30946,9,1,1999,226924.9
22752,14,1,1,58,83194,5,10,2008,2284238.8
43252,4,0,0,14,50414,3,1,2010,4326741
64697,9,0,0,56,60811,8,6,2005,6474788.5
93168,74,0,1,58,69669,7,9,2002,9321665.2
94681,15,0,1,38,38650,8,3,1998,9476231.8
27903,21,1,0,65,56311,5,5,2007,2800107.7
2943,1,1,1,29,27296,9,2,2005,302523.5
80746,36,0,0,19,13184,6,3,2003,8077153.3
13449,81,1,0,99,85865,2,9,2016,1356395.6
66907,24,1,1,93,72331,10,4,2012,6703560.2
83377,43,0,0,45,12958,8,5,2003,8342685.3
77849,12,0,0,55,61149,5,9,2002,7789805.2
92759,90,1,0,21,76870,8,8,1992,9280104.2
47283,43,1,1,6,29029,6,1,2012,4734429.2
96593,95,1,0,79,58402,10,7,2009,9665702.9
71226,52,1,0,66,90960,7,4,1995,7127541.5
49136,9,1,1,48,89553,8,3,2006,4919606.6
67434,67,1,1,16,34622,3,6,1997,6749956.7
55324,87,0,1,47,14417,1,7,1994,5535750.4
43410,68,1,0,30,35515,6,4,2006,4346921.6
54919,13,1,0,15,61049,7,3,1996,5497882.6
3880,24,1,1,85,10042,1,6,2013,394027.3
7028,35,1,1,20,78664,1,10,1995,711682.5
31433,31,1,1,6,99374,6,5,2016,3152681.6
83521,59,1,1,47,62591,2,7,2007,8360843.7
60797,97,1,1,13,4803,5,2,2002,6088961.2
86284,100,1,0,22,67132,3,4,1990,8632859
44966,52,0,0,18,32003,1,10,2020,4497556
18932,36,0,0,51,51502,10,9,1991,1897312.1
91250,88,0,0,73,6207,8,3,1997,9129722.7
92563,2,1,0,22,53323,7,8,1993,9262042.3
48319,59,0,1,54,93680,8,4,1998,4839740.8
27565,79,1,0,3,57364,8,9,1999,2760622.9
38455,44,0,0,77,49589,4,7,2020,3851261
66180,6,0,0,80,20800,6,5,2003,6619700.3
43037,78,0,1,82,62592,7,10,2015,4310516.5
49365,94,1,0,46,19426,7,9,2016,4941743.6
